PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it4_0,9,5,False,7,9,5
p_it0_0,9,9,False,11,9,9
p_it2_0,1,4,False,10,1,4
p_it6_0,1,4,False,10,1,4
p_it12_0,1,5,False,7,1,5
p_it8_0,9,9,False,11,9,9
p_it10_0,1,2,True,12,1,2
p_it14_0,2,9,False,10,2,9
p_it16_0,4,9,False,10,4,9
p_it18_0,7,1,False,11,7,1
p_it20_0,9,2,False,10,9,2
p_it22_0,1,7,True,9,1,7
p_it24_0,1,2,False,12,1,2
p_it26_0,7,1,True,11,7,1
p_it28_0,1,7,False,11,1,7
p_it30_0,7,1,False,9,7,1
p_it32_0,1,2,True,10,1,2
p_it34_0,7,9,True,9,7,9
p_it36_0,2,1,True,10,2,1
p_it38_0,1,9,False,11,1,9
p_it40_0,2,1,True,10,2,1
p_it42_0,1,1,True,11,1,1
p_it44_0,2,9,False,12,2,9
p_it50_0,9,5,True,7,9,5
p_it46_0,2,1,False,12,2,1
p_it52_0,5,9,True,7,5,9
p_it48_0,9,2,False,12,9,2
p_it54_0,9,7,True,11,9,7
p_it56_0,9,5,True,9,9,5
p_it58_0,5,9,False,9,5,9
p_it60_0,7,1,False,11,7,1
p_it64_0,7,1,False,11,7,1
p_it62_0,9,2,False,14,9,2
p_it68_0,5,1,False,9,5,1
p_it66_0,1,2,True,12,1,2
p_it70_0,1,7,False,9,1,7
p_it72_0,9,4,False,8,9,4
p_it76_0,1,5,False,9,1,5
p_it74_0,1,9,False,13,1,9
p_it78_0,1,2,False,10,1,2
p_it80_0,5,9,True,9,5,9
p_it82_0,7,9,True,9,7,9
p_it88_0,5,9,True,7,5,9
p_it84_0,7,9,False,11,7,9
p_it86_0,9,1,False,15,9,1
p_it90_0,2,1,False,12,2,1
p_it94_0,9,7,False,9,9,7
p_it92_0,1,4,True,12,1,4
p_it96_0,9,4,False,10,9,4
p_it98_0,9,5,False,9,9,5
p_it100_0,9,4,False,10,9,4
p_it102_0,9,7,False,11,9,7
p_it104_0,4,9,True,10,4,9
p_it106_0,7,1,False,9,7,1
p_it108_0,1,5,False,7,1,5
p_it110_0,1,4,False,10,1,4
p_it112_0,2,1,True,12,2,1
p_it114_0,4,1,False,10,4,1
p_it116_0,9,7,False,9,9,7
p_it118_0,9,9,True,11,9,9
