PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it0_0,29,1,True,33,29,1
p_it2_0,29,49,True,31,29,49
p_it4_0,29,49,True,35,29,49
p_it14_0,49,20,True,34,49,20
p_it8_0,49,39,True,43,49,39
p_it12_0,29,49,True,39,29,49
p_it6_0,39,1,True,45,39,1
p_it10_0,29,1,True,41,29,1
p_it18_0,49,29,True,51,49,29
p_it16_0,10,49,True,64,10,49
p_it20_0,49,20,True,60,49,20
p_it26_0,49,10,True,56,49,10
p_it24_0,10,49,True,58,10,49
p_it22_0,1,39,True,61,1,39
p_it30_0,49,29,True,61,49,29
p_it28_0,1,1,True,65,1,1
p_it38_0,10,1,True,58,10,1
p_it34_0,10,49,True,66,10,49
p_it36_0,39,1,True,67,39,1
p_it32_0,49,1,True,71,49,1
p_it40_0,49,49,True,75,49,49
p_it46_0,39,49,True,73,39,49
p_it52_0,20,49,True,68,20,49
p_it44_0,49,49,True,85,49,49
p_it42_0,1,10,True,92,1,10
p_it66_0,20,49,True,78,20,49
p_it78_0,1,39,True,67,1,39
p_it72_0,49,10,True,74,49,10
p_it70_0,10,49,True,76,10,49
p_it68_0,1,20,True,80,1,20
p_it76_0,20,49,True,74,20,49
p_it74_0,1,49,True,81,1,49
p_it80_0,49,10,True,82,49,10
p_it90_0,39,49,True,77,39,49
p_it102_0,1,29,True,67,1,29
p_it82_0,1,39,True,93,1,39
p_it86_0,10,49,True,96,10,49
p_it112_0,20,49,True,72,20,49
p_it96_0,1,20,True,92,1,20
p_it122_0,10,49,True,70,10,49
p_it106_0,1,29,True,87,1,29
p_it136_0,1,29,True,63,1,29
p_it128_0,1,39,True,73,1,39
p_it130_0,10,49,True,72,10,49
p_it116_0,49,10,True,88,49,10
p_it132_0,39,1,True,77,39,1
p_it148_0,49,29,True,67,49,29
p_it124_0,49,39,True,93,49,39
p_it156_0,49,29,True,63,49,29
p_it140_0,1,49,True,89,1,49
p_it144_0,10,49,True,86,10,49
p_it178_0,1,29,True,53,1,29
p_it150_0,49,29,True,83,49,29
p_it188_0,1,20,True,46,1,20
p_it184_0,1,29,True,51,1,29
p_it176_0,29,1,True,73,29,1
p_it168_0,39,49,True,85,39,49
p_it196_0,1,1,True,77,1,1
p_it200_0,1,39,True,79,1,39
p_it174_0,10,1,True,106,10,1
p_it180_0,49,39,True,101,49,39
p_it214_0,1,39,True,71,1,39
p_it222_0,29,1,True,63,29,1
p_it220_0,49,49,True,67,49,49
p_it172_0,49,1,True,117,49,1
p_it218_0,49,29,True,71,49,29
p_it212_0,10,49,True,78,10,49
p_it190_0,49,1,True,105,49,1
p_it224_0,29,1,True,71,29,1
p_it226_0,1,39,True,81,1,39
p_it202_0,49,39,True,107,49,39
p_it194_0,49,39,True,123,49,39
p_it252_0,29,49,True,73,29,49
p_it240_0,10,49,True,86,10,49
p_it264_0,49,20,True,72,49,20
p_it250_0,49,10,True,88,49,10
p_it256_0,10,49,True,82,10,49
p_it258_0,39,1,True,89,39,1
p_it274_0,1,49,True,77,1,49
p_it276_0,1,10,True,76,1,10
p_it278_0,1,49,True,77,1,49
p_it284_0,49,29,True,77,49,29
p_it282_0,10,49,True,82,10,49
p_it296_0,1,39,True,69,1,39
p_it280_0,49,10,True,92,49,10
p_it290_0,1,10,True,82,1,10
p_it294_0,1,1,True,87,1,1
p_it326_0,49,29,True,57,49,29
p_it312_0,1,49,True,77,1,49
p_it320_0,1,49,True,75,1,49
p_it302_0,49,10,True,94,49,10
p_it314_0,1,39,True,91,1,39
p_it328_0,20,1,True,84,20,1
p_it348_0,1,39,True,71,1,39
p_it330_0,1,39,True,91,1,39
p_it350_0,1,39,True,73,1,39
p_it332_0,1,1,True,93,1,1
p_it340_0,49,49,True,87,49,49
p_it344_0,1,49,True,87,1,49
p_it356_0,49,29,True,79,49,29
p_it384_0,20,1,True,66,20,1
p_it368_0,1,49,True,89,1,49
p_it354_0,49,1,True,103,49,1
p_it386_0,20,49,True,72,20,49
p_it360_0,49,1,True,101,49,1
p_it388_0,49,10,True,80,49,10
p_it374_0,1,39,True,95,1,39
p_it362_0,49,39,True,115,49,39
p_it382_0,39,49,True,101,39,49
p_it406_0,49,29,True,81,49,29
p_it414_0,20,1,True,76,20,1
p_it408_0,49,49,True,87,49,49
p_it418_0,1,39,True,81,1,39
