PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it2_0,1,49,True,51,1,49
p_it4_0,29,1,True,49,29,1
p_it0_0,49,29,True,55,49,29
p_it10_0,10,49,True,76,10,49
p_it32_0,29,1,True,69,29,1
p_it18_0,1,39,True,83,1,39
p_it6_0,29,1,True,115,29,1
p_it36_0,20,1,True,108,20,1
p_it90_0,20,49,True,76,20,49
p_it44_0,49,10,True,132,49,10
p_it100_0,20,49,True,78,20,49
p_it66_0,29,49,True,115,29,49
p_it86_0,39,49,True,133,39,49
p_it142_0,29,1,True,81,29,1
p_it160_0,49,29,True,71,49,29
p_it156_0,20,1,True,76,20,1
p_it112_0,20,1,True,126,20,1
p_it220_0,10,1,True,58,10,1
p_it140_0,39,49,True,165,39,49
p_it198_0,1,1,True,113,1,1
p_it212_0,10,1,True,104,10,1
p_it252_0,1,29,True,81,1,29
p_it202_0,1,49,True,139,1,49
p_it302_0,39,49,True,69,39,49
p_it292_0,49,39,True,105,49,39
p_it264_0,1,39,True,143,1,39
p_it282_0,1,39,True,125,1,39
p_it274_0,49,49,True,139,49,49
p_it334_0,39,49,True,119,39,49
p_it314_0,1,1,True,147,1,1
p_it370_0,49,20,True,108,49,20
p_it408_0,49,29,True,89,49,29
