PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it4_0,23,14,True,15,23,14
p_it2_0,18,1,True,19,18,1
p_it0_0,1,23,True,24,1,23
p_it6_0,5,23,True,20,5,23
p_it10_0,23,18,False,19,23,18
p_it8_0,1,1,True,24,1,1
p_it12_0,23,14,True,25,23,14
p_it30_0,1,14,False,15,1,14
p_it14_0,23,5,True,34,23,5
p_it22_0,23,5,True,27,23,5
p_it38_0,1,14,False,15,1,14
p_it16_0,1,23,True,42,1,23
p_it40_0,23,18,True,19,23,18
p_it20_0,23,23,True,40,23,23
p_it42_0,1,18,True,19,1,18
p_it26_0,23,1,True,42,23,1
p_it32_0,23,1,True,37,23,1
p_it28_0,1,9,True,49,1,9
p_it54_0,1,9,True,23,1,9
p_it48_0,1,9,True,30,1,9
p_it56_0,1,9,True,23,1,9
p_it68_0,9,23,True,16,9,23
p_it66_0,9,23,True,19,9,23
p_it24_0,18,23,True,61,18,23
p_it50_0,18,23,True,36,18,23
p_it70_0,5,23,True,20,5,23
p_it60_0,5,23,True,31,5,23
p_it44_0,23,23,True,52,23,23
p_it82_0,1,14,False,15,1,14
p_it46_0,23,23,True,51,23,23
p_it18_0,23,9,True,83,23,9
p_it52_0,23,9,True,50,23,9
p_it34_0,1,5,True,73,1,5
p_it78_0,1,5,True,30,1,5
p_it74_0,5,23,True,35,5,23
p_it80_0,5,23,True,30,5,23
p_it84_0,23,23,True,33,23,23
p_it92_0,23,23,True,26,23,23
p_it94_0,1,18,True,24,1,18
p_it98_0,1,18,True,21,1,18
p_it110_0,23,18,True,19,23,18
p_it36_0,23,5,True,94,23,5
p_it90_0,23,5,True,40,23,5
p_it116_0,1,14,True,15,1,14
p_it86_0,23,5,True,45,23,5
p_it96_0,23,5,True,36,23,5
p_it58_0,1,9,True,78,1,9
p_it114_0,1,9,True,22,1,9
p_it76_0,1,9,True,61,1,9
p_it72_0,1,23,True,70,1,23
p_it108_0,1,23,True,34,1,23
p_it100_0,1,23,True,43,1,23
p_it126_0,5,23,True,20,5,23
p_it104_0,5,23,True,43,5,23
p_it142_0,18,23,True,19,18,23
p_it88_0,23,1,True,76,23,1
p_it112_0,23,1,True,52,23,1
p_it120_0,1,5,True,45,1,5
p_it136_0,1,5,True,29,1,5
p_it102_0,23,1,True,63,23,1
p_it128_0,1,5,True,38,1,5
p_it144_0,1,5,True,23,1,5
p_it118_0,9,23,True,53,9,23
p_it138_0,9,23,True,34,9,23
