PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it0_0,1,10,True,54,1,10
p_it2_0,49,10,True,68,49,10
p_it4_0,49,49,True,71,49,49
p_it14_0,49,49,True,71,49,49
p_it6_0,49,49,True,101,49,49
p_it42_0,1,1,True,93,1,1
p_it8_0,1,39,True,133,1,39
p_it68_0,10,1,True,106,10,1
p_it58_0,29,49,True,117,29,49
p_it62_0,1,1,True,125,1,1
p_it118_0,49,29,True,97,49,29
p_it134_0,1,20,True,88,1,20
p_it28_0,49,29,True,197,49,29
p_it90_0,1,20,True,144,1,20
p_it128_0,29,1,True,125,29,1
p_it216_0,10,1,True,76,10,1
p_it124_0,29,49,True,169,29,49
p_it152_0,1,10,True,150,1,10
p_it200_0,49,1,True,115,49,1
p_it196_0,1,1,True,121,1,1
p_it304_0,49,20,True,60,49,20
p_it258_0,39,1,True,121,39,1
p_it286_0,49,29,True,97,49,29
p_it244_0,49,29,True,141,49,29
p_it246_0,29,49,True,149,29,49
p_it312_0,29,49,True,117,29,49
p_it358_0,1,1,True,101,1,1
p_it388_0,1,10,True,76,1,10
p_it364_0,39,1,True,101,39,1
p_it344_0,1,10,True,124,1,10
p_it300_0,29,1,True,187,29,1
