PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it0_0,49,20,True,50,49,20
p_it12_0,49,29,True,39,49,29
p_it10_0,1,39,True,51,1,39
p_it2_0,49,39,True,61,49,39
p_it6_0,20,1,True,58,20,1
p_it16_0,29,1,True,53,29,1
p_it4_0,49,20,True,66,49,20
p_it8_0,20,49,True,62,20,49
p_it26_0,20,1,True,56,20,1
p_it20_0,29,1,True,63,29,1
p_it28_0,20,1,True,60,20,1
p_it18_0,10,49,True,74,10,49
p_it34_0,20,1,True,66,20,1
p_it24_0,10,49,True,76,10,49
p_it30_0,1,49,True,71,1,49
p_it14_0,49,1,True,93,49,1
p_it52_0,10,1,True,60,10,1
p_it56_0,39,1,True,57,39,1
p_it42_0,1,20,True,72,1,20
p_it58_0,10,49,True,58,10,49
p_it22_0,1,1,True,97,1,1
p_it38_0,49,1,True,91,49,1
p_it68_0,20,1,True,68,20,1
p_it48_0,10,49,True,92,10,49
p_it80_0,49,29,True,65,49,29
p_it62_0,49,29,True,87,49,29
p_it40_0,1,1,True,115,1,1
p_it70_0,39,49,True,91,39,49
p_it104_0,39,49,True,69,39,49
p_it66_0,49,39,True,107,49,39
p_it94_0,49,10,True,82,49,10
p_it96_0,39,1,True,83,39,1
p_it88_0,49,10,True,94,49,10
p_it90_0,49,20,True,92,49,20
p_it100_0,39,49,True,85,39,49
p_it122_0,39,1,True,67,39,1
p_it98_0,39,1,True,97,39,1
p_it116_0,20,49,True,92,20,49
p_it124_0,1,20,True,84,1,20
p_it102_0,49,39,True,107,49,39
p_it126_0,49,10,True,90,49,10
p_it146_0,20,1,True,76,20,1
p_it168_0,49,20,True,60,49,20
p_it142_0,49,29,True,91,49,29
p_it130_0,49,1,True,103,49,1
p_it196_0,29,49,True,47,29,49
p_it186_0,39,49,True,61,39,49
p_it164_0,1,29,True,85,1,29
p_it148_0,39,1,True,103,39,1
p_it156_0,49,10,True,96,49,10
p_it174_0,39,49,True,79,39,49
p_it154_0,49,1,True,101,49,1
p_it172_0,20,49,True,96,20,49
p_it180_0,29,49,True,89,29,49
p_it208_0,20,49,True,62,20,49
p_it198_0,1,10,True,76,1,10
p_it220_0,39,49,True,57,39,49
p_it200_0,1,10,True,88,1,10
p_it212_0,10,1,True,82,10,1
p_it206_0,29,49,True,89,29,49
p_it222_0,1,20,True,92,1,20
p_it226_0,1,1,True,89,1,1
p_it242_0,49,10,True,78,49,10
p_it224_0,1,29,True,97,1,29
p_it232_0,49,1,True,89,49,1
p_it230_0,39,49,True,91,39,49
p_it234_0,1,49,True,87,1,49
p_it228_0,49,10,True,96,49,10
p_it266_0,29,1,True,59,29,1
p_it240_0,20,1,True,104,20,1
p_it254_0,29,1,True,91,29,1
p_it252_0,49,10,True,94,49,10
p_it256_0,1,10,True,98,1,10
p_it286_0,39,49,True,79,39,49
p_it274_0,1,49,True,103,1,49
p_it302_0,49,39,True,81,49,39
p_it314_0,20,1,True,74,20,1
p_it322_0,39,49,True,71,39,49
p_it304_0,39,49,True,91,39,49
p_it310_0,49,49,True,87,49,49
p_it278_0,49,49,True,121,49,49
p_it308_0,10,1,True,96,10,1
p_it342_0,10,1,True,64,10,1
p_it330_0,20,1,True,76,20,1
p_it346_0,20,1,True,60,20,1
p_it328_0,1,1,True,83,1,1
p_it316_0,49,10,True,96,49,10
p_it312_0,10,49,True,106,10,49
p_it306_0,39,49,True,113,39,49
p_it354_0,49,39,True,67,49,39
p_it358_0,39,49,True,83,39,49
p_it364_0,49,1,True,79,49,1
p_it380_0,10,49,True,68,10,49
p_it382_0,1,39,True,67,1,39
p_it384_0,10,1,True,74,10,1
p_it398_0,20,49,True,64,20,49
p_it406_0,49,20,True,60,49,20
p_it360_0,20,1,True,106,20,1
p_it394_0,39,49,True,75,39,49
p_it390_0,1,39,True,83,1,39
p_it386_0,20,49,True,88,20,49
p_it374_0,49,29,True,105,49,29
p_it404_0,20,1,True,84,20,1
p_it402_0,39,49,True,91,39,49
