PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it2_0,18,23,True,31,18,23
p_it8_0,1,14,True,26,1,14
p_it0_0,1,23,True,36,1,23
p_it4_0,18,1,True,33,18,1
p_it6_0,9,1,True,32,9,1
p_it12_0,14,23,True,43,14,23
p_it36_0,23,23,True,34,23,23
p_it28_0,9,1,True,47,9,1
p_it34_0,23,18,True,43,23,18
p_it42_0,5,23,True,36,5,23
p_it30_0,23,23,True,58,23,23
p_it44_0,14,1,True,63,14,1
p_it76_0,18,23,True,31,18,23
p_it60_0,18,23,True,59,18,23
p_it66_0,23,23,True,55,23,23
p_it78_0,1,23,True,48,1,23
p_it80_0,18,1,True,49,18,1
p_it92_0,9,23,True,38,9,23
p_it104_0,1,9,True,54,1,9
p_it128_0,9,1,True,30,9,1
p_it96_0,14,1,True,65,14,1
p_it110_0,5,1,True,53,5,1
p_it120_0,9,1,True,52,9,1
p_it152_0,23,9,True,30,23,9
p_it138_0,18,1,True,47,18,1
p_it158_0,9,1,True,34,9,1
p_it154_0,23,9,True,40,23,9
p_it126_0,18,23,True,85,18,23
p_it160_0,1,23,True,51,1,23
p_it172_0,1,1,True,46,1,1
p_it182_0,1,5,True,38,1,5
p_it190_0,1,5,True,34,1,5
p_it168_0,1,14,True,75,1,14
p_it200_0,18,1,True,52,18,1
p_it206_0,1,1,True,48,1,1
p_it216_0,1,1,True,42,1,1
p_it214_0,23,23,True,52,23,23
p_it224_0,14,23,True,47,14,23
p_it230_0,14,1,True,50,14,1
p_it254_0,9,1,True,32,9,1
p_it234_0,5,1,True,58,5,1
p_it256_0,5,23,True,40,5,23
p_it266_0,1,18,True,39,1,18
p_it278_0,1,18,True,40,1,18
p_it270_0,1,18,True,49,1,18
p_it284_0,1,5,True,40,1,5
p_it288_0,14,1,True,43,14,1
p_it292_0,23,14,True,53,23,14
p_it312_0,9,1,True,36,9,1
p_it308_0,23,9,True,51,23,9
p_it316_0,5,1,True,46,5,1
p_it298_0,1,14,True,67,1,14
p_it346_0,14,23,True,29,14,23
p_it332_0,14,23,True,49,14,23
p_it338_0,23,9,True,52,23,9
p_it350_0,23,9,True,41,23,9
p_it356_0,1,18,True,37,1,18
p_it342_0,23,14,True,67,23,14
p_it360_0,23,5,True,50,23,5
p_it378_0,23,14,True,32,23,14
p_it376_0,23,9,True,44,23,9
p_it374_0,1,9,True,64,1,9
p_it390_0,18,1,True,55,18,1
p_it400_0,1,5,True,47,1,5
p_it410_0,23,1,True,38,23,1
p_it408_0,23,18,True,41,23,18
p_it446_0,18,23,True,33,18,23
p_it424_0,1,23,True,56,1,23
p_it432_0,23,23,True,52,23,23
p_it392_0,14,23,True,92,14,23
p_it434_0,23,5,True,52,23,5
