PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it8_0,20,1,True,46,20,1
p_it0_0,10,49,True,60,10,49
p_it14_0,39,49,True,49,39,49
p_it12_0,1,10,True,54,1,10
p_it10_0,10,1,True,58,10,1
p_it4_0,49,20,True,66,49,20
p_it24_0,29,1,True,47,29,1
p_it16_0,1,29,True,55,1,29
p_it6_0,1,49,True,73,1,49
p_it32_0,1,10,True,48,1,10
p_it2_0,49,1,True,79,49,1
p_it20_0,1,39,True,63,1,39
p_it22_0,1,49,True,73,1,49
p_it28_0,1,1,True,77,1,1
p_it26_0,49,10,True,80,49,10
p_it18_0,49,1,True,91,49,1
p_it42_0,39,49,True,73,39,49
p_it52_0,29,49,True,69,29,49
p_it48_0,10,1,True,74,10,1
p_it38_0,49,20,True,92,49,20
p_it58_0,20,49,True,74,20,49
p_it80_0,1,29,True,57,1,29
p_it66_0,1,29,True,71,1,29
p_it46_0,49,20,True,92,49,20
p_it50_0,1,10,True,94,1,10
p_it44_0,10,1,True,100,10,1
p_it72_0,1,29,True,97,1,29
p_it96_0,49,39,True,75,49,39
p_it100_0,1,49,True,75,1,49
p_it116_0,29,1,True,63,29,1
p_it98_0,49,49,True,83,49,49
p_it64_0,49,10,True,118,49,10
p_it82_0,49,10,True,102,49,10
p_it126_0,39,1,True,75,39,1
p_it102_0,1,39,True,99,1,39
p_it128_0,29,1,True,75,29,1
p_it120_0,49,49,True,85,49,49
p_it124_0,39,1,True,87,39,1
p_it134_0,49,1,True,77,49,1
p_it156_0,20,1,True,58,20,1
p_it104_0,1,49,True,113,1,49
p_it92_0,49,49,True,127,49,49
p_it122_0,49,1,True,99,49,1
p_it146_0,49,29,True,75,49,29
p_it164_0,49,29,True,71,49,29
p_it184_0,20,1,True,54,20,1
p_it172_0,20,1,True,70,20,1
p_it144_0,39,49,True,99,39,49
p_it174_0,20,1,True,72,20,1
p_it162_0,39,49,True,101,39,49
p_it168_0,1,29,True,99,1,29
p_it170_0,20,1,True,100,20,1
p_it200_0,29,49,True,77,29,49
p_it202_0,10,1,True,80,10,1
p_it204_0,20,1,True,78,20,1
p_it186_0,10,1,True,108,10,1
p_it224_0,39,1,True,73,39,1
p_it220_0,1,10,True,78,1,10
p_it206_0,1,49,True,93,1,49
p_it212_0,1,49,True,95,1,49
p_it230_0,29,1,True,79,29,1
p_it198_0,49,10,True,118,49,10
p_it222_0,49,29,True,95,49,29
p_it210_0,10,49,True,108,10,49
p_it246_0,49,29,True,85,49,29
p_it262_0,1,1,True,75,1,1
p_it254_0,29,49,True,87,29,49
p_it240_0,1,1,True,103,1,1
p_it250_0,39,1,True,109,39,1
p_it248_0,49,49,True,111,49,49
p_it296_0,39,1,True,65,39,1
p_it280_0,20,49,True,82,20,49
p_it284_0,1,20,True,84,1,20
p_it256_0,49,49,True,115,49,49
p_it276_0,49,1,True,95,49,1
p_it320_0,49,20,True,58,49,20
p_it278_0,49,20,True,108,49,20
p_it288_0,1,39,True,99,1,39
p_it306_0,39,1,True,95,39,1
p_it324_0,49,10,True,80,49,10
p_it302_0,49,29,True,103,49,29
p_it332_0,49,20,True,74,49,20
p_it336_0,1,49,True,77,1,49
p_it318_0,49,29,True,97,49,29
p_it330_0,10,1,True,90,10,1
p_it356_0,39,1,True,71,39,1
p_it350_0,1,49,True,83,1,49
p_it342_0,49,49,True,99,49,49
p_it358_0,1,39,True,87,1,39
p_it334_0,49,39,True,111,49,39
p_it360_0,1,29,True,87,1,29
p_it362_0,39,1,True,89,39,1
p_it370_0,1,1,True,87,1,1
p_it374_0,1,49,True,87,1,49
p_it384_0,20,1,True,82,20,1
p_it402_0,39,1,True,65,39,1
p_it388_0,20,49,True,80,20,49
p_it382_0,1,20,True,92,1,20
p_it394_0,1,39,True,83,1,39
p_it404_0,49,29,True,85,49,29
